t,Xo,Yo,Vx,Vy,Vx_des,Vy_des
37.56,-1.4276976224964757,0.0474620880171417,0.7190856001978634,-0.10744126038536826,0.7959955434529945,-0.12026683336004322
37.58,-1.4134527272172037,0.044802531350147744,0.717270187580281,-0.08688237527329512,0.79355138236526,-0.12938856672135124
37.6,-1.3992262784989733,0.04219814201933929,0.7162950685597786,-0.10877216018897527,0.7909116795365349,-0.1392400717950369
37.62,-1.3850505161069346,0.0393280504752645,0.7135610921618423,-0.09930895502477978,0.7881630509796452,-0.14949809322048357
37.64,-1.3709200927713583,0.03652919137100595,0.7119204088214798,-0.11981331977163155,0.7853895105169701,-0.159849087144035
37.660000000000004,-1.3568608645509856,0.033203411104761875,0.7080435068266828,-0.1306421188526965,0.7826696490565463,-0.16999974830388515
37.68,-1.3428615059243885,0.030096590669258103,0.7059564859084128,-0.12072608681873766,0.7800741618993544,-0.17968623824491806
37.7,-1.3289106345191888,0.02668356400423896,0.7043475884838223,-0.15218371120334448,0.777663812258435,-0.18868178556883503
37.72,-1.3150182137666948,0.02303162595203245,0.7009701276539719,-0.13790120584302665,0.7754878974247507,-0.19680241028108758
37.74,-1.3011699015479494,0.019491983584466337,0.699744176119514,-0.15651617980474689,0.7735832598293151,-0.20391061455725892
37.76,-1.2873715978466058,0.015566730533852482,0.6971702694691384,-0.157924010826576,0.771973859784947,-0.209916977292544
37.78,-1.2736062348844182,0.011922627113684213,0.6954521834409704,-0.15001395443873908,0.770670901146053,-0.2147796851330576
37.800000000000004,-1.2598759476930987,0.008002503534953666,0.6951980165739946,-0.16938581548312504,0.7696734766895071,-0.21850212388159826
37.82,-1.2461641072932974,0.0041063449609948285,0.6930343296860285,-0.15976197214859356,0.7689696778119857,-0.22112873705081823
37.84,-1.2324870928449987,-3.4051871731916924e-6,0.6929114638312057,-0.18514198525075387,0.7685380941548992,-0.22273942918678166
37.86,-1.2188131673015137,-0.0042271768110015324,0.6931373569841692,-0.1658099947937073,0.768349613834479,-0.22344284731881672
37.88,-1.205127331589903,-0.008255983913694207,0.692876546502586,-0.179969050827132,0.7683694246926565,-0.2233689121895566
37.9,-1.191462951653945,-0.012532606600618314,0.692053687918956,-0.17093081918490804,0.7685591117815045,-0.22266099033643585
37.92,-1.1777875356576966,-0.016439999333140776,0.6926828747743541,-0.16618965020546597,0.7688787462878719,-0.22146809811882048
37.94,-1.1641327570617157,-0.020648744878061412,0.6908583872713803,-0.18099995942322292,0.7692888661796884,-0.21993750984536664
37.96,-1.150486189217711,-0.024697315874739948,0.6920649544598254,-0.1667997741872571,0.769752258650436,-0.2182081056006919
37.980000000000004,-1.136807466798145,-0.0288925755840528,0.6933278502812488,-0.18360236915283373,0.7702354683679007,-0.21640474238440247
